293.000000	155.000000	29.000000	30.000000
292.966141	154.390417	28.083237	30.935083
293.394850	154.247088	27.565889	31.383290
293.577562	154.329553	27.320494	31.533621
293.619400	154.516203	27.224220	31.676584
293.591364	154.675161	27.206327	31.789675
293.504374	154.254621	27.211386	31.655436
293.507870	154.455152	27.150280	31.718378
293.399710	154.614252	27.232477	31.802916
293.258066	154.141005	27.184904	31.695635
293.297555	154.313432	27.181869	31.798110
293.340312	154.622973	27.097836	31.799886
293.169942	154.187672	27.136226	31.657932
293.646244	154.052971	27.077686	31.645294
293.175172	154.750876	27.101767	31.795365
292.991888	154.298325	27.169543	31.656455
293.399339	154.226046	27.086867	31.591947
293.783087	154.052920	27.122812	31.616804
293.367439	154.649810	27.097351	31.811128
293.194752	154.165596	27.113705	31.698746
293.655935	154.103752	27.097895	31.627480
293.307881	154.806188	27.015170	31.817202
293.810215	154.806326	26.908771	31.697466
293.275467	154.721632	26.983551	31.574739
293.819950	154.584879	26.931530	31.566900
293.396120	154.468231	26.931181	31.515091
294.090282	154.263325	26.837757	31.505894
293.339384	154.428190	26.862528	31.560938
293.445104	154.640914	26.829112	31.599084
293.610589	154.973763	26.768615	31.543182
293.738148	154.395498	26.791607	31.373820
293.910395	154.583593	26.741270	31.453051
293.979405	154.816967	26.733127	31.499256
294.242727	154.131264	26.701670	31.313843
295.088857	153.789302	26.712900	31.292996
295.530840	152.975166	26.724478	31.126389
296.725816	152.031127	26.750053	31.178071
296.468970	151.479548	26.855043	31.143919
297.365573	150.913552	26.770322	31.123504
297.334316	151.261245	26.734890	31.290582
296.622887	151.140171	26.861503	31.326649
297.108694	151.099490	26.728327	31.341542
297.562131	151.126322	26.605899	31.348554
297.477179	151.482630	26.619363	31.479009
296.748305	151.546851	26.754167	31.392434
297.174325	151.567706	26.690574	31.385663
296.485310	151.477178	26.829814	31.350100
296.977835	151.533207	26.660707	31.312947
296.698698	151.170261	26.753862	31.199886
296.688562	151.578648	26.686270	31.293391
296.455198	151.206156	26.740801	31.161474
297.127182	151.486758	26.477867	31.327664
296.463380	151.052321	26.554931	31.213907
297.025161	151.328328	26.352509	31.337290
296.525320	151.723542	26.397333	31.376098
296.891570	151.251890	26.364259	31.192698
296.766502	151.248781	26.313828	31.138586
296.530205	151.193528	26.291541	31.224250
296.263586	151.172944	26.346017	31.310614
296.507665	151.490010	26.372233	31.486736
296.629934	151.031003	26.493922	31.399584
296.839607	151.382600	26.557884	31.536559
296.405291	151.347349	26.711103	31.515368
295.975467	151.338417	26.864422	31.546166
296.556522	151.332177	26.898594	31.564826
295.830318	150.821938	26.916454	31.540161
296.243509	151.072667	26.813253	31.686480
296.679432	151.416627	26.722401	31.766181
295.971592	151.091338	26.790363	31.599724
296.808543	151.141777	26.680203	31.512787
296.644608	151.053146	26.641334	31.548332
296.453738	150.917739	26.709622	31.617356
296.352184	151.353887	26.673733	31.535822
296.580094	153.744404	26.274024	30.651295
297.712078	153.590267	25.621213	29.871372
277.189426	176.355418	33.503052	21.148801
263.913235	192.849939	31.694126	27.440657
263.265293	192.844676	31.096790	30.665571
264.161234	193.080715	30.370634	32.293400
263.331740	193.110946	30.563073	33.314011
263.454977	192.695267	30.503840	33.991303
264.006044	193.296999	30.498335	34.276762
263.813299	193.414142	30.650469	34.594663
263.077849	193.097946	30.853280	34.791359
262.940487	193.486084	30.842800	34.812905
263.963953	192.536390	30.829908	34.849863
264.155059	192.951507	30.772393	34.759912
262.754079	194.526765	30.960726	34.291586
263.953315	194.393931	30.454034	33.917905
263.479704	194.794660	30.548715	33.420001
263.665869	194.535065	30.328638	33.080329
264.192875	193.702021	30.011211	33.329931
263.458954	193.900197	30.369682	33.414569
263.660510	193.378256	30.306622	33.637475
263.922737	195.329543	30.469185	33.150056
262.952120	194.148916	30.673102	33.571375
263.602634	193.316686	30.619511	34.099879
263.532042	193.119500	30.763726	34.547332
263.731547	192.510775	30.984617	34.818334
262.840069	193.785050	31.160381	34.610488
263.200704	192.265458	31.119853	34.689544
263.149126	193.351864	31.152411	34.025928
263.178767	192.754425	31.105489	33.968483
263.081468	193.331331	31.129683	33.735838
262.629061	193.365983	31.062475	33.619338
263.118621	192.989792	31.078614	33.713943
262.629710	192.802342	31.031026	33.716343
263.325157	192.493717	30.928489	33.765186
262.734310	193.717548	30.979069	33.666881
